CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
750506866,09/02/2013,20:00:00,09/02/2013,20:05:00,09/02/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,NA,,946043,169939,40.63304566,-74.137654993,"(40.63304566, -74.137654993)"
161662509,08/31/2013,22:00:00,08/31/2013,23:40:00,09/01/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,NA,,1015481,181598,40.665074417,-73.887427263,"(40.665074417, -73.887427263)"
286012659,08/29/2013,14:00:00,08/31/2013,15:00:00,08/31/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,NA,,1004523,219400,40.768863684,-73.926812225,"(40.768863684, -73.926812225)"
877388564,08/29/2013,23:30:00,08/30/2013,00:05:00,08/30/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,41,,STREET,NA,,1012522,239685,40.824518508,-73.897849003,"(40.824518508, -73.897849003)"
156502425,08/28/2013,06:45:00,08/28/2013,21:00:00,08/28/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,NA,,1029989,245987,40.84174248,-73.834694352,"(40.84174248, -73.834694352)"
905702396,08/22/2013,08:00:00,08/26/2013,08:00:00,08/26/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,FRONT OF,RESIDENCE-HOUSE,NA,,1031328,245865,40.84140059,-73.829855888,"(40.84140059, -73.829855888)"
368159282,08/24/2013,22:00:00,,,08/24/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,NA,,963011,163993,40.616782077,-74.076503406,"(40.616782077, -74.076503406)"
894117084,08/24/2013,09:00:00,08/24/2013,10:00:00,08/24/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,NA,,1006302,259986,40.880256428,-73.920256333,"(40.880256428, -73.920256333)"
173939258,08/22/2013,15:50:00,08/22/2013,16:00:00,08/22/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,NA,,1015843,211995,40.74850566,-73.885979796,"(40.74850566, -73.885979796)"
542800133,08/21/2013,21:30:00,08/22/2013,01:30:00,08/21/2013,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,PUBLIC BUILDING,NA,,1007435,248210,40.847931977,-73.916199883,"(40.847931977, -73.916199883)"
584976797,08/17/2013,09:00:00,08/21/2013,00:15:00,08/21/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE-HOUSE,NA,,1007800,181210,40.664033205,-73.915115264,"(40.664033205, -73.915115264)"
192823228,08/16/2013,21:00:00,08/19/2013,14:00:00,08/19/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE-HOUSE,NA,,1013931,173020,40.641535023,-73.893052082,"(40.641535023, -73.893052082)"
649883897,07/22/2013,09:00:00,07/29/2013,09:00:00,08/14/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,76,INSIDE,RESIDENCE - APT. HOUSE,NA,,988162,188235,40.683345707,-73.985896525,"(40.683345707, -73.985896525)"
808269911,03/02/2013,12:00:00,08/13/2013,13:00:00,08/13/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,NA,,998057,239703,40.824602366,-73.950113917,"(40.824602366, -73.950113917)"
859304361,08/09/2013,08:00:00,,,08/09/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,COMMERCIAL BUILDING,NA,,1057767,203993,40.726293088,-73.734760849,"(40.726293088, -73.734760849)"
776513562,08/08/2013,22:45:00,08/08/2013,22:50:00,08/08/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,44,,STREET,NA,,1008772,241367,40.829146324,-73.911392352,"(40.829146324, -73.911392352)"
126962232,08/05/2013,20:00:00,08/06/2013,08:00:00,08/08/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,61,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,SHEEPSHEAD BAY,1001474,156112,40.595159063,-73.937981424,"(40.595159063, -73.937981424)"
177446262,08/03/2013,08:50:00,08/03/2013,09:15:00,08/03/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE - APT. HOUSE,NA,,1010684,186007,40.677191751,-73.904701059,"(40.677191751, -73.904701059)"
872846419,07/29/2013,22:00:00,,,07/30/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,NA,,998299,180627,40.662453171,-73.949362905,"(40.662453171, -73.949362905)"
828571172,07/28/2013,18:00:00,07/28/2013,18:10:00,07/28/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE-HOUSE,NA,,1004637,170318,40.634144879,-73.926549239,"(40.634144879, -73.926549239)"
682057776,07/28/2013,02:30:00,07/28/2013,08:45:00,07/28/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,RESIDENCE - APT. HOUSE,NA,,1005253,185986,40.677148662,-73.924281063,"(40.677148662, -73.924281063)"
531492232,07/26/2013,12:00:00,,,07/26/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE - APT. HOUSE,NA,,946116,169752,40.632532699,-74.137390929,"(40.632532699, -74.137390929)"
968957071,07/22/2013,02:00:00,,,07/22/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,,STREET,NA,,1000448,168068,40.627977755,-73.941647157,"(40.627977755, -73.941647157)"
447849857,07/20/2013,11:25:00,07/20/2013,11:40:00,07/20/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,NA,,1013534,216324,40.760395607,-73.894294299,"(40.760395607, -73.894294299)"
807485815,07/18/2013,19:42:00,,,07/18/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NA,,1019617,178292,40.655984629,-73.872536139,"(40.655984629, -73.872536139)"
622024977,07/18/2013,14:45:00,07/18/2013,18:15:00,07/18/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,NA,,1037825,191377,40.691808491,-73.806809321,"(40.691808491, -73.806809321)"
932469347,07/16/2013,11:00:00,07/16/2013,12:00:00,07/16/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,HOTEL/MOTEL,NA,,1012087,178794,40.657389381,-73.899672721,"(40.657389381, -73.899672721)"
229803525,07/15/2013,03:50:00,07/15/2013,04:30:00,07/15/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,47,,STREET,NA,,1026387,262634,40.887451313,-73.847607787,"(40.887451313, -73.847607787)"
456426195,07/14/2013,16:30:00,07/14/2013,16:35:00,07/14/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,,PARK/PLAYGROUND,NA,,1037129,152602,40.585383831,-73.809622975,"(40.585383831, -73.809622975)"
444045733,07/13/2013,15:50:00,07/13/2013,16:00:00,07/13/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,NA,,984003,211785,40.747985692,-74.000892884,"(40.747985692, -74.000892884)"
103058330,07/12/2013,11:00:00,,,07/12/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,OTHER,NA,,1008228,183789,40.671110834,-73.913563363,"(40.671110834, -73.913563363)"
358012538,07/08/2013,08:30:00,07/08/2013,09:00:00,07/08/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,RESIDENCE - APT. HOUSE,NA,,1063463,212154,40.748643726,-73.714114406,"(40.748643726, -73.714114406)"
196677925,07/06/2013,15:30:00,07/06/2013,18:00:00,07/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,FRONT OF,RESIDENCE - PUBLIC HOUSING,NA,OCEAN HILL APARTMENTS,1009866,187273,40.680669038,-73.907645314,"(40.680669038, -73.907645314)"
751591030,07/06/2013,15:00:00,,,07/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,NA,,1034816,243058,40.83367692,-73.817271033,"(40.83367692, -73.817271033)"
298015263,07/03/2013,01:00:00,07/03/2013,10:40:00,07/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,NA,,997464,230236,40.798618991,-73.952275183,"(40.798618991, -73.952275183)"
559068365,06/25/2013,13:00:00,07/06/2013,10:00:00,07/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,NA,,1003592,176432,40.650928837,-73.930296733,"(40.650928837, -73.930296733)"
526170217,07/03/2013,07:45:00,07/03/2013,08:35:00,07/03/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,RESIDENCE - APT. HOUSE,NA,,994904,167484,40.626383199,-73.961620674,"(40.626383199, -73.961620674)"
791557284,06/30/2013,16:00:00,07/01/2013,12:30:00,07/01/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE-HOUSE,NA,,980959,162040,40.611446342,-74.011854532,"(40.611446342, -74.011854532)"
831957257,06/29/2013,18:00:00,06/29/2013,18:30:00,06/29/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,RESIDENCE - APT. HOUSE,NA,,1041999,216273,40.760115524,-73.791544244,"(40.760115524, -73.791544244)"
545275945,06/24/2013,15:30:00,06/24/2013,22:00:00,06/24/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,TOMPKINS,999070,193133,40.696778049,-73.946556396,"(40.696778049, -73.946556396)"
530859825,06/21/2013,14:00:00,06/21/2013,14:05:00,06/21/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,PARKING LOT/GARAGE (PRIVATE),NA,,1016067,217910,40.764740013,-73.885143373,"(40.764740013, -73.885143373)"
189998524,06/15/2013,16:00:00,,,06/15/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,NA,,1011487,252148,40.858729042,-73.901538048,"(40.858729042, -73.901538048)"
465954429,03/16/2013,08:00:00,03/23/2013,08:00:00,06/13/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,OTHER,NA,,988406,180025,40.660810982,-73.985021832,"(40.660810982, -73.985021832)"
212289907,03/30/2013,16:00:00,06/11/2013,14:30:00,06/11/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,PUBLIC SCHOOL,NA,,1049620,161053,40.608496729,-73.764570475,"(40.608496729, -73.764570475)"
221135051,06/08/2013,17:00:00,,,06/08/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,NA,,1005064,243644,40.835405549,-73.924783966,"(40.835405549, -73.924783966)"
943190167,06/06/2013,08:25:00,06/06/2013,08:49:00,06/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,NA,,1000196,237925,40.819718657,-73.942389497,"(40.819718657, -73.942389497)"
905759827,05/15/2013,09:00:00,05/15/2013,16:00:00,05/30/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,PUBLIC BUILDING,NA,,987801,192258,40.694388072,-73.987196009,"(40.694388072, -73.987196009)"
182924903,05/24/2013,19:15:00,05/24/2013,20:00:00,05/24/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,FRONT OF,STREET,NA,,997924,240234,40.826060017,-73.950593392,"(40.826060017, -73.950593392)"
245763689,05/23/2013,12:30:00,05/23/2013,13:30:00,05/23/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,NA,,1004559,176214,40.65032831,-73.926812516,"(40.65032831, -73.926812516)"
531226119,05/22/2013,03:25:00,,,05/22/2013,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STREET,NA,,1013350,178881,40.657624115,-73.89512031,"(40.657624115, -73.89512031)"
360473340,05/06/2013,15:00:00,05/20/2013,15:00:00,05/20/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE-HOUSE,NA,,980659,175214,40.647606082,-74.012942045,"(40.647606082, -74.012942045)"
609515340,05/11/2013,20:00:00,05/15/2013,14:41:00,05/15/2013,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,RESIDENCE - APT. HOUSE,NA,,992448,186290,40.678004191,-73.970445496,"(40.678004191, -73.970445496)"
258379075,05/12/2013,11:00:00,05/13/2013,09:00:00,05/13/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,NA,,1016031,249137,40.850449563,-73.885125504,"(40.850449563, -73.885125504)"
341831189,04/10/2013,14:00:00,05/13/2013,17:00:00,05/13/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,83,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,BUSHWICK II (GROUPS B & D),1006820,191770,40.69302056,-73.918612316,"(40.69302056, -73.918612316)"
169456573,05/11/2013,07:00:00,05/11/2013,07:10:00,05/11/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,109,,STREET,NA,,1033582,220158,40.770829795,-73.821898579,"(40.770829795, -73.821898579)"
538493730,05/10/2013,17:13:00,05/10/2013,23:00:00,05/10/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,NA,,993675,230776,40.800105997,-73.965959518,"(40.800105997, -73.965959518)"
774332430,05/10/2013,16:00:00,05/10/2013,19:00:00,05/10/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,PUBLIC BUILDING,NA,,986770,191636,40.692681179,-73.990914183,"(40.692681179, -73.990914183)"
122685212,05/08/2013,08:15:00,05/08/2013,08:17:00,05/08/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,STREET,NA,,1026636,193113,40.696634061,-73.847145981,"(40.696634061, -73.847145981)"
639416931,05/03/2013,21:50:00,05/07/2013,10:47:00,05/07/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,MOORE,1009374,235406,40.812783376,-73.909239373,"(40.812783376, -73.909239373)"
586832280,04/16/2013,12:00:00,04/16/2013,13:00:00,05/06/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NA,,1013962,187496,40.681268322,-73.892876594,"(40.681268322, -73.892876594)"
762426421,05/05/2013,08:00:00,05/05/2013,20:15:00,05/05/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,RESIDENCE - APT. HOUSE,NA,,983428,171857,40.638392527,-74.002963209,"(40.638392527, -74.002963209)"
936035131,05/04/2013,23:00:00,05/05/2013,01:30:00,05/05/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,NA,,1011125,241994,40.830860412,-73.902887392,"(40.830860412, -73.902887392)"
464983730,05/04/2013,13:40:00,05/04/2013,13:45:00,05/04/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,NA,,1007605,221120,40.77357703,-73.915679673,"(40.77357703, -73.915679673)"
312290420,05/04/2013,13:28:00,05/04/2013,14:15:00,05/04/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48,FRONT OF,STREET,NA,,1017158,246883,40.844258872,-73.881062904,"(40.844258872, -73.881062904)"
469751971,05/02/2013,16:00:00,05/03/2013,14:20:00,05/03/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,NA,,1001520,238402,40.821025398,-73.937604737,"(40.821025398, -73.937604737)"
927051709,04/28/2013,03:00:00,04/28/2013,08:00:00,05/02/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,,RESIDENCE-HOUSE,NA,,1010289,185605,40.676089523,-73.906126672,"(40.676089523, -73.906126672)"
119084902,04/27/2013,23:00:00,04/28/2013,12:00:00,05/02/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE - APT. HOUSE,NA,,1010306,185838,40.676729005,-73.906064484,"(40.676729005, -73.906064484)"
607262920,04/01/2009,07:00:00,05/02/2013,12:19:00,05/02/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,NA,,990043,206156,40.73253359,-73.979099067,"(40.73253359, -73.979099067)"
263541478,03/01/2009,07:00:00,05/02/2013,12:19:00,05/02/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,NA,,990043,206156,40.73253359,-73.979099067,"(40.73253359, -73.979099067)"
344466884,04/27/2013,18:00:00,04/27/2013,20:50:00,04/27/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,81,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,BREVOORT,1005828,187069,40.680119868,-73.922204596,"(40.680119868, -73.922204596)"
786890818,04/27/2013,14:00:00,04/27/2013,15:00:00,04/27/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,MOSQUE,NA,,996960,232156,40.803889605,-73.954091893,"(40.803889605, -73.954091893)"
981249987,04/26/2013,07:00:00,04/26/2013,08:00:00,04/27/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,NA,,1052128,185997,40.676943536,-73.75528696,"(40.676943536, -73.75528696)"
711895113,04/18/2013,18:20:00,04/22/2013,15:45:00,04/22/2013,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,FRONT OF,RESIDENCE-HOUSE,NA,,1012378,208793,40.739728675,-73.898498635,"(40.739728675, -73.898498635)"
177885817,04/20/2013,17:00:00,04/20/2013,19:10:00,04/20/2013,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,106,,RESIDENCE-HOUSE,NA,,1030058,182403,40.667220543,-73.834878148,"(40.667220543, -73.834878148)"
486703434,04/17/2013,15:00:00,,,04/17/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,PUBLIC SCHOOL,NA,,1013235,252172,40.858789349,-73.895218824,"(40.858789349, -73.895218824)"
833161465,12/21/2012,15:30:00,12/21/2012,15:35:00,04/16/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,114,FRONT OF,,NA,,998681,217587,40.763898934,-73.947906796,"(40.763898934, -73.947906796)"
595984514,04/14/2013,12:42:00,,,04/14/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,NA,,1016261,182869,40.668560242,-73.88460967,"(40.668560242, -73.88460967)"
261726420,04/09/2011,09:00:00,04/10/2011,19:00:00,04/13/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,NA,,1000725,231291,40.8015092,-73.940494533,"(40.8015092, -73.940494533)"
593234886,04/08/2013,19:48:00,04/08/2013,20:19:00,04/08/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,FAST FOOD,NA,,984784,209157,40.740772475,-73.998074424,"(40.740772475, -73.998074424)"
